"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"110","055103",404,"1477",6,2509,1,"054131","055078","055079","055080","055104","055118","055619",NA,NA,NA,NA,NA,NA,"1505","1470","1477","1451","1451","1477","1477",NA,NA,NA,NA,NA,NA,"1505","1470","1451",NA,NA,NA
"111","055104",525,"1451",4,2324,0,"055081","054131","054132","055079","055080","055103",NA,NA,NA,NA,NA,NA,NA,"1451","1505","1505","1477","1451","1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","055108",169,"1421",10,2287,0,"055091","055109","055110","055111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1421","1421","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","055109",257,"1421",10,2287,0,"054119","054120","055108","055111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1423","1423","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","055110",233,"1421",10,2287,0,"055091","055092","055108","055111","055612","055616",NA,NA,NA,NA,NA,NA,NA,"1421","1421","1421","1421","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","055111",323,"1421",10,2287,0,"054119","054120","054121","055108","055109","055110",NA,NA,NA,NA,NA,NA,NA,"1423","1423","1423","1421","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","055115",154,"1427",7,2255,0,"055097","054123","054124","054125","055116","055613","055615","055616","055618",NA,NA,NA,NA,"1427","1423","1423","1423","1427","1421","1427","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","055116",169,"1427",7,2255,0,"055097","055099","054124","054125","055115","055117","055615",NA,NA,NA,NA,NA,NA,"1427","1427","1423","1423","1427","1427","1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","055117",537,"1427",7,2255,0,"055097","055099","054125","054127","054128","055116","055118","055619",NA,NA,NA,NA,NA,"1427","1427","1423","1497","1505","1427","1477","1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","055118",353,"1477",6,2509,1,"055099","054127","054128","055103","055117","055619",NA,NA,NA,NA,NA,NA,NA,"1427","1497","1505","1477","1427","1477",NA,NA,NA,NA,NA,NA,NA,"1427","1497","1505",NA,NA,NA
"120","055611",415,"1507",6,2094,0,"055034","055039","055040","056017","056605","056607",NA,NA,NA,NA,NA,NA,NA,"1507","1434","1434","1508","1508","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","055612",357,"1421",10,2287,0,"055092","055065","055066","055067","055110","055613","055616",NA,NA,NA,NA,NA,NA,"1421","1438","1438","1438","1421","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","055613",257,"1421",10,2287,0,"055066","055067","055068","055115","055612","055614","055615","055616","055618",NA,NA,NA,NA,"1438","1438","1438","1427","1421","1427","1427","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","055614",203,"1427",7,2255,0,"055097","055067","055068","055074","055613","055615",NA,NA,NA,NA,NA,NA,NA,"1427","1438","1438","1438","1421","1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","055615",197,"1427",7,2255,0,"055097","055115","055116","055613","055614","055616",NA,NA,NA,NA,NA,NA,NA,"1427","1427","1427","1421","1427","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","055616",80,"1421",10,2287,0,"055110","055115","055612","055613","055615","055618",NA,NA,NA,NA,NA,NA,NA,"1421","1427","1421","1421","1427","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","055618",248,"1421",10,2287,0,"054122","054123","054124","055115","055613","055616",NA,NA,NA,NA,NA,NA,NA,"1423","1423","1423","1427","1421","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","055619",465,"1477",6,2509,1,"055098","055099","055077","055078","055079","055103","055117","055118",NA,NA,NA,NA,NA,"1470","1427","1470","1470","1477","1477","1427","1477",NA,NA,NA,NA,NA,"1470","1427",NA,NA,NA,NA
"128","055640",318,"1488",6,1934,0,"055042","055043","055044","055045","055051","055053","055062","055064","055069","055070","055071","055072",NA,"1434","1488","1488","1495","1438","1495","1438","1495","1470","1470","1470","1477",NA,NA,NA,NA,NA,NA,NA
"129","056001",243,"1508",8,2048,0,"056002","056017","056605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1508","1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","056002",246,"1508",8,2048,0,"056001","056003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","056003",157,"1508",8,2048,0,"056002","056602","056608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1508","1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","056007",490,"1509",6,2435,0,"056008","056010","056604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1510","1510","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","056008",402,"1510",7,2297,0,"056007","056010","056011","056027","056028",NA,NA,NA,NA,NA,NA,NA,NA,"1509","1510","1510","1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","056010",72,"1510",7,2297,0,"056007","056008","056011","056012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1509","1510","1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","056011",297,"1510",7,2297,0,"056008","056010","056012","056027","056028","056029",NA,NA,NA,NA,NA,NA,NA,"1510","1510","1510","1510","1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","056012",360,"1510",7,2297,0,"056010","056011","056013","056028","056029","056030",NA,NA,NA,NA,NA,NA,NA,"1510","1510","1502","1510","1510","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","056013",206,"1502",7,2461,0,"056012","056030","057014","057031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1510","1502","1502","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","056017",408,"1508",8,2048,0,"055611","056001","056605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1507","1508","1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","056024",176,"1509",6,2435,0,"055036","055037","056025","056603","056604","056610",NA,NA,NA,NA,NA,NA,NA,"1488","1488","1509","1509","1509","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","056025",581,"1509",6,2435,0,"055037","055044","056024","056038","056603","056604",NA,NA,NA,NA,NA,NA,NA,"1488","1488","1509","1488","1509","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","056027",308,"1510",7,2297,0,"055045","056047","056008","056011","056028","056038","056046",NA,NA,NA,NA,NA,NA,"1495","1463","1510","1510","1510","1488","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","056028",452,"1510",7,2297,0,"056047","056008","056011","056012","056027","056029","056046",NA,NA,NA,NA,NA,NA,"1463","1510","1510","1510","1510","1510","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","056029",406,"1510",7,2297,0,"056047","056011","056012","056028","056030","056056","056057",NA,NA,NA,NA,NA,NA,"1463","1510","1510","1510","1502","1463","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","056030",377,"1502",7,2461,0,"056012","056013","056029","056056","056057","057014","057031","057058",NA,NA,NA,NA,NA,"1510","1502","1510","1463","1463","1502","1502","1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","056038",580,"1488",6,1934,0,"055037","055044","055045","056025","056027","056046",NA,NA,NA,NA,NA,NA,NA,"1488","1488","1495","1509","1510","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","056046",278,"1463",4,2409,0,"055045","056047","056027","056028","056038","056056",NA,NA,NA,NA,NA,NA,NA,"1495","1463","1510","1510","1488","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","056056",1420,"1463",4,2409,0,"055081","054082","054083","055045","055080","056029","056030","056046","056057",NA,NA,NA,NA,"1451","1451","1460","1495","1451","1510","1502","1463","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","056057",319,"1463",4,2409,0,"054082","054083","056029","056030","056056","057031","057058","057084",NA,NA,NA,NA,NA,"1451","1460","1510","1502","1463","1502","1460","1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","056602",215,"1508",8,2048,0,"056003","056603","056604","056608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1509","1509","1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","056603",213,"1509",6,2435,0,"056024","056025","056602","056604","056610",NA,NA,NA,NA,NA,NA,NA,NA,"1509","1509","1508","1509","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","056604",931,"1509",6,2435,0,"056007","056024","056025","056602","056603",NA,NA,NA,NA,NA,NA,NA,NA,"1509","1509","1509","1508","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","056605",428,"1508",8,2048,0,"055611","056001","056017","056606","056607",NA,NA,NA,NA,NA,NA,NA,NA,"1507","1508","1508","1508","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","056606",86,"1508",8,2048,0,"056605","056607","056608","056609",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1507","1508","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","056607",75,"1507",6,2094,0,"055034","055035","055611","056605","056606","056609",NA,NA,NA,NA,NA,NA,NA,"1507","1507","1507","1508","1508","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","056608",265,"1508",8,2048,0,"056003","056602","056606","056609",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1508","1508","1508","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","056609",367,"1507",6,2094,0,"055034","055035","055036","056606","056607","056608","056610",NA,NA,NA,NA,NA,NA,"1507","1507","1488","1508","1507","1508","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","056610",44,"1509",6,2435,0,"055035","055036","055037","056024","056603","056609",NA,NA,NA,NA,NA,NA,NA,"1507","1488","1488","1509","1509","1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","057014",267,"1502",7,2461,0,"056013","056030","057031","057639",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1502","1502","1502","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","057031",465,"1502",7,2461,0,"056013","056030","056057","057014","057058","057059","057060","057639",NA,NA,NA,NA,NA,"1502","1502","1463","1502","1460","1460","1502","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","057058",278,"1460",7,2317,0,"054083","056030","056057","057031","057059","057084",NA,NA,NA,NA,NA,NA,NA,"1460","1502","1463","1502","1460","1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","057059",264,"1460",7,2317,0,"057031","057058","057060","057084","057085",NA,NA,NA,NA,NA,NA,NA,NA,"1502","1460","1502","1460","1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","057060",33,"1502",7,2461,0,"057031","057059","057085","057086","057641",NA,NA,NA,NA,NA,NA,NA,NA,"1502","1460","1485","1485","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","057084",815,"1460",7,2317,0,"054083","054105","054106","054107","056057","057058","057059","057085",NA,NA,NA,NA,NA,"1460","1460","1460","1460","1463","1460","1460","1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","057085",621,"1485",6,2325,0,"054106","054107","057059","057060","057084","057086","057641",NA,NA,NA,NA,NA,NA,"1460","1460","1460","1502","1460","1485","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","057086",202,"1485",6,2325,0,"057060","057085","057087","057135","057641",NA,NA,NA,NA,NA,NA,NA,NA,"1502","1485","1485","1449","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","057087",272,"1485",6,2325,0,"057086","057089","057135","057641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1485","1485","1449","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","057089",661,"1485",6,2325,0,"057087","057135","057136","058906",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1485","1449","1485","1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","057135",498,"1449",6,2846,1,"057086","057087","057089","057136","057137","057160","057621","057911",NA,NA,NA,NA,NA,"1485","1485","1485","1485","1449","1481","1449","1481",NA,NA,NA,NA,NA,"1485","1481",NA,NA,NA,NA
"169","057136",461,"1485",6,2325,0,"057089","057135","057137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1485","1449","1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","057137",478,"1449",6,2846,1,"057135","057136","057621","058906","058907",NA,NA,NA,NA,NA,NA,NA,NA,"1449","1485","1449","1485","1449",NA,NA,NA,NA,NA,NA,NA,NA,"1485",NA,NA,NA,NA,NA
"171","057157",422,"1506",5,2667,1,"054133","054134","054156","057159","057911",NA,NA,NA,NA,NA,NA,NA,NA,"1506","1506","1506","1506","1481",NA,NA,NA,NA,NA,NA,NA,NA,"1481",NA,NA,NA,NA,NA
"172","057159",577,"1506",5,2667,1,"054156","054181","057157","057186","057911",NA,NA,NA,NA,NA,NA,NA,NA,"1506","1481","1506","1481","1481",NA,NA,NA,NA,NA,NA,NA,NA,"1481",NA,NA,NA,NA,NA
"173","057160",699,"1481",6,2142,0,"057135","057164","057165","057166","057621","057911",NA,NA,NA,NA,NA,NA,NA,"1449","1481","1449","1449","1449","1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","057164",293,"1481",6,2142,0,"057160","057165","057191","057192","057193","057911","058600",NA,NA,NA,NA,NA,NA,"1481","1449","1467","1467","1447","1481","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","057165",398,"1449",6,2846,1,"057160","057164","057166","057193","057621","058600",NA,NA,NA,NA,NA,NA,NA,"1481","1481","1449","1447","1449","1447",NA,NA,NA,NA,NA,NA,NA,"1481","1447",NA,NA,NA,NA
"176","057166",489,"1449",6,2846,1,"057160","057165","057621","058600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1481","1449","1449","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1481","1447",NA,NA,NA,NA
"177","057183",375,"1479",5,2571,1,"054180","054181","057184","058182","058187",NA,NA,NA,NA,NA,NA,NA,NA,"1459","1481","1479","1479","1479",NA,NA,NA,NA,NA,NA,NA,NA,"1459","1481",NA,NA,NA,NA
"178","057184",680,"1479",5,2571,1,"054180","054181","057183","057185","057186","058187",NA,NA,NA,NA,NA,NA,NA,"1459","1481","1479","1481","1481","1479",NA,NA,NA,NA,NA,NA,NA,"1459","1481",NA,NA,NA,NA
"179","057185",73,"1481",6,2142,0,"054181","057184","057186","057190","057191",NA,NA,NA,NA,NA,NA,NA,NA,"1481","1479","1481","1503","1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","057186",144,"1481",6,2142,0,"054181","057159","057184","057185","057911",NA,NA,NA,NA,NA,NA,NA,NA,"1481","1506","1479","1481","1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","057190",308,"1503",4,1717,0,"057185","057191","057194","057195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1481","1467","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","057191",1002,"1467",3,2033,0,"057164","057185","057190","057192","057195","057196","057199","057200","057201","057911",NA,NA,NA,"1481","1481","1503","1467","1503","1467","1503","1489","1489","1481",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","057192",479,"1467",3,2033,0,"057164","057191","057193","057196","057198","057911",NA,NA,NA,NA,NA,NA,NA,"1481","1467","1447","1467","1489","1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","057193",367,"1447",6,1945,0,"057164","057165","057192","057196","057198","058600",NA,NA,NA,NA,NA,NA,NA,"1481","1449","1467","1467","1489","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","057194",289,"1503",4,1717,0,"057190","057195","057199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1503","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","057195",705,"1503",4,1717,0,"057190","057191","057194","057199","057200",NA,NA,NA,NA,NA,NA,NA,NA,"1503","1467","1503","1503","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","057196",552,"1467",3,2033,0,"057191","057192","057193","057198","057200","057201","057202",NA,NA,NA,NA,NA,NA,"1467","1467","1447","1489","1489","1489","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","057198",412,"1489",5,2133,0,"057192","057193","057196","057201","057202",NA,NA,NA,NA,NA,NA,NA,NA,"1467","1447","1467","1489","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","057199",415,"1503",4,1717,0,"057191","057194","057195","057200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1467","1503","1503","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","057200",460,"1489",5,2133,0,"057191","057195","057196","057199","057201",NA,NA,NA,NA,NA,NA,NA,NA,"1467","1503","1467","1503","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","057201",315,"1489",5,2133,0,"057191","057196","057198","057200","057202",NA,NA,NA,NA,NA,NA,NA,NA,"1467","1467","1489","1489","1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","057202",658,"1489",5,2133,0,"057196","057198","057201","058600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1467","1489","1489","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","057621",636,"1449",6,2846,1,"057135","057137","057160","057165","057166","058906","058907","058908",NA,NA,NA,NA,NA,"1449","1449","1481","1449","1449","1485","1449","1447",NA,NA,NA,NA,NA,"1481","1485","1447",NA,NA,NA
"194","057639",605,"1502",7,2461,0,"057014","057031","057641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1502","1502","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","057641",508,"1502",7,2461,0,"057060","057085","057086","057087","057639",NA,NA,NA,NA,NA,NA,NA,NA,"1502","1485","1485","1485","1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","057911",56,"1481",6,2142,0,"054134","057135","057157","057159","057160","057164","057186","057191","057192",NA,NA,NA,NA,"1506","1449","1506","1506","1481","1481","1481","1467","1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","058182",796,"1479",5,2571,1,"054180","054219","054222","054226","057183","058187",NA,NA,NA,NA,NA,NA,NA,"1459","1473","1479","1473","1479","1479",NA,NA,NA,NA,NA,NA,NA,"1459","1473",NA,NA,NA,NA
"198","058187",297,"1479",5,2571,1,"054222","054226","057183","057184","058182",NA,NA,NA,NA,NA,NA,NA,NA,"1479","1473","1479","1479","1479",NA,NA,NA,NA,NA,NA,NA,NA,"1473",NA,NA,NA,NA,NA
"199","058361",20,"1454",11,2491,0,"058362","058909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","058362",11,"1455",9,2128,0,"058361","058909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1454","1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","058368",59,"1455",9,2128,0,"058622","068077","068085","068096","058001","058002",NA,NA,NA,NA,NA,NA,NA,"1455","1499","1458","1458","1455","1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","058370",653,"1455",9,2128,0,"058373","058622","058909","058001","058002",NA,NA,NA,NA,NA,NA,NA,NA,"1455","1455","1455","1455","1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","058373",418,"1455",9,2128,0,"058370","058374","058622","058623","058909","068123",NA,NA,NA,NA,NA,NA,NA,"1455","1465","1455","1465","1455","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","058374",156,"1465",11,2460,0,"058373","058909","068123","068634",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1455","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","058602",288,"1489",5,2133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","058622",205,"1455",9,2128,0,"058368","058370","058373","058623","068101","068106","068113","068123","068622","068623",NA,NA,NA,"1455","1455","1455","1465","1468","1468","1498","1465","1498","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","058623",306,"1465",11,2460,0,"058373","058622","068123","068623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1455","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","058906",108,"1485",6,2325,0,"057089","057137","057621","058907",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1485","1449","1449","1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","058907",347,"1449",6,2846,1,"057137","057621","058906","058908","068002",NA,NA,NA,NA,NA,NA,NA,NA,"1449","1449","1485","1447","1472",NA,NA,NA,NA,NA,NA,NA,NA,"1485","1447","1472",NA,NA,NA
"210","058908",6,"1447",6,1945,0,"057621","058907","068028","068611","068617","058600",NA,NA,NA,NA,NA,NA,NA,"1449","1449","1447","1447","1454","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","058909",3,"1455",9,2128,0,"058361","058362","058370","058373","058374","059630","068621","068627","068902","058001","058002",NA,NA,"1454","1455","1455","1455","1465","1455","1499","1454","1454","1455","1455",NA,NA,NA,NA,NA,NA,NA,NA
"212","059624",16,"1476",6,1881,0,"054225","054226","060632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1473","1473","1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","059628",525,"1476",6,1881,0,"059629","060334","060335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1476","1430","1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","059629",264,"1476",6,1881,0,"059628","060333","060334","060335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1476","1440","1430","1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","059630",3,"1455",9,2128,0,"058909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","060240",107,"1420",6,1740,0,"060242","060265","060266","060267","061239","061262",NA,NA,NA,NA,NA,NA,NA,"1476","1420","1420","1476","1443","1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","060242",329,"1476",6,1881,0,"060240","060266","060267","060632",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420","1420","1476","1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","060265",158,"1420",6,1740,0,"060240","060266","060283","060284","061239","061262",NA,NA,NA,NA,NA,NA,NA,"1420","1420","1432","1420","1443","1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","060266",446,"1420",6,1740,0,"060240","060242","060265","060267","060284","060285","060632",NA,NA,NA,NA,NA,NA,"1420","1476","1420","1476","1420","1420","1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","060267",292,"1476",6,1881,0,"060240","060242","060266","060285","060632",NA,NA,NA,NA,NA,NA,NA,NA,"1420","1476","1420","1420","1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","060282",623,"1432",6,2108,0,"060283","060299","060300","061263","061264","061281","061298",NA,NA,NA,NA,NA,NA,"1432","1432","1432","1443","1443","1432","1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","060283",455,"1432",6,2108,0,"060265","060282","060284","060299","060300","060301","061262","061264",NA,NA,NA,NA,NA,"1420","1432","1420","1432","1432","1420","1443","1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","060284",478,"1420",6,1740,0,"060265","060266","060283","060285","060300","060301",NA,NA,NA,NA,NA,NA,NA,"1420","1420","1432","1420","1432","1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
